"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3740,25, ,C3,1144 ELDER AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,362 ",1928,2,C3, -   ,10/28/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3740,25, ,C3,1144 ELDER AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,362 ",1928,2,C3," 475,000 ",2/3/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3740,32, ,C3,1158 ELDER AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,362 ",1928,2,C3, -   ,7/13/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3740,32, ,C3,1158 ELDER AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,362 ",1928,2,C3," 465,000 ",3/11/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3742,54, ,C3,1153 MANOR AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1926,2,C3," 340,000 ",8/26/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3743,23, ,C3,1142 MANOR AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,458 "," 2,747 ",1926,2,C3, 500 ,9/19/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,50, ,C3,1157 FTELEY AVENUE                       ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1929,2,C3, -   ,9/16/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,67, ,C3,1121 FTELEY AVENUE                       ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,200 ",1928,2,C3," 443,133 ",1/11/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,96, ,C3,1114 METCALF AVENUE                      ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,301 ",1926,2,C3," 357,405 ",2/2/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,97, ,C3,1116 METCALF AVENUE                      ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,301 ",1926,2,C3," 505,575 ",7/21/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,97, ,C3,1116 METCALF AVENUE                      ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,301 ",1926,2,C3," 775,806 ",4/22/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3747,107, ,C2,1134 METCALF AVENUE                      ,            ,10472, 6 , -   , 6 ," 2,500 "," 6,150 ",1929,2,C2," 580,000 ",2/29/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3748,64, ,C3,1121 CROES AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1927,2,C3, -   ,11/2/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3748,65, ,C3,1119 CROES AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1927,2,C3, -   ,11/2/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3748,65, ,C3,1119 CROES AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1927,2,C3," 499,500 ",8/1/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3748,90, ,C3,1130 FTELEY AVENUE                       ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,280 ",1926,2,C3," 427,665 ",11/16/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3752,58, ,C3,1143 ST LAWRENCE AVENUE                  ,            ,10472, 4 , -   , 4 ," 2,500 "," 2,160 ",1920,2,C3," 200,000 ",6/1/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3755,42, ,C3,1828 GLEASON AVENUE                      ,            ,10472, 4 , -   , 4 ," 2,663 "," 3,403 ",1926,2,C3," 600,000 ",2/11/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3758,42, ,C3,1135 WHITE PLAINS ROAD                   ,            ,10472, 4 , -   , 4 ," 2,485 "," 3,321 ",1926,2,C3," 599,000 ",5/13/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3758,42, ,C3,1135 WHITE PLAINS ROAD                   ,            ,10472, 4 , -   , 4 ," 2,485 "," 3,321 ",1926,2,C3, -   ,5/12/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3760,63, ,C3,1211 ROSEDALE AVENUE                     ,            ,10472, 4 , -   , 4 ," 2,539 "," 3,160 ",1928,2,C3, -   ,11/10/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3760,66, ,C3,1205 ROSEDALE AVENUE                     ,            ,10472, 4 , -   , 4 ," 2,516 "," 3,160 ",1928,2,C3, -   ,10/17/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3762,17, ,C3,1220 COMMONWEALTH AVENUE                 ,            ,10472, 4 , -   , 4 ," 2,700 "," 3,564 ",1927,2,C3," 480,000 ",4/11/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3762,27, ,C3,1232 COMMONWEALTH AVE                    ,            ,10472, 4 , -   , 4 ," 2,650 "," 3,564 ",1927,2,C3," 580,000 ",6/21/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3766,59, ,C2,1249 LELAND AVENUE                       ,            ,10472, 6 , -   , 6 ," 2,500 "," 5,850 ",1928,2,C2," 25,000 ",10/24/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3769,42, ,C3,1249 BRONX RIVER AVENUE                  ,            ,10472, 4 , -   , 4 ," 3,000 "," 3,200 ",1925,2,C3, -   ,3/4/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2B,3771,3, ,C7,1493-1495 WESTCHESTER AVENUE             ,            ,10472, 8 , 2 , 10 ," 4,160 "," 12,100 ",1913,2,C7," 1,350,000 ",8/5/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2,3772,60, ,C1,1223 ELDER AVENUE                        ,            ,10472, 11 , -   , 11 ," 4,000 "," 13,200 ",1913,2,C1, -   ,2/10/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3774,31, ,C3,1250 BOYNTON AVENUE                      ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,198 ",1924,2,C3," 520,000 ",8/16/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3774,31, ,C3,1250 BOYNTON                             ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,198 ",1924,2,C3, -   ,1/12/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3776,29, ,C2,1248 MANOR AVENUE                        ,            ,10472, 6 , -   , 6 ," 2,500 "," 4,860 ",1926,2,C2," 660,000 ",11/17/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2,3776,44, ,C1,1590 EAST 172 STREET                     ,            ,10472, 51 , -   , 51 ," 10,000 "," 45,000 ",1928,2,C1, -   ,3/8/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2,3776,44, ,C1,1590 EAST 172 STREET                     ,            ,10472, 51 , -   , 51 ," 10,000 "," 45,000 ",1928,2,C1," 1,732,903 ",3/8/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3781,17, ,C2,1260 FTELEY AVE                          ,            ,10472, 5 , -   , 5 ," 2,500 "," 3,240 ",1926,2,C2," 625,000 ",8/5/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3781,21, ,C2,1268 FTELEY AVENUE                       ,            ,10472, 5 , -   , 5 ," 2,500 "," 3,240 ",1926,2,C2, -   ,4/28/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3861,132, ,C3,1379 BRONX RIVER AVENUE                  ,            ,10472, 4 , -   , 4 ," 3,002 "," 3,564 ",1927,2,C3, -   ,10/27/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3867,2, ,C3,1613 EAST 172ND STREET                   ,            ,10472, 4 , -   , 4 ," 2,642 "," 3,280 ",1927,2,C3," 590,000 ",5/27/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3868,63, ,C2,1309 HARROD AVENUE                       ,            ,10472, 5 , -   , 5 ," 2,500 "," 3,160 ",1927,2,C2," 650,000 ",5/27/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3873,31, ,C3,1362 NOBLE AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,500 "," 3,630 ",1930,2,C3, 10 ,6/17/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3873,42, ,C2,1361 ROSEDALE AVENUE                     ,            ,10472, 6 , -   , 6 ," 3,682 "," 2,948 ",1930,2,C2," 275,000 ",7/21/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3873,49, ,C3,1345 ROSEDALE AVENUE                     ,            ,10472, 4 , -   , 4 ," 3,383 "," 3,869 ",1935,2,C3, -   ,1/4/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3874,77, ,C3,1301 COMMONWEALTH AVENUE                 ,            ,10472, 4 , -   , 4 ," 2,042 "," 2,680 ",1930,2,C3," 475,000 ",2/25/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2B,3876,58, ,C1,1337 BEACH AVENUE                        ,            ,10472, 9 , -   , 9 ," 4,100 "," 5,104 ",1926,2,C1," 930,000 ",8/19/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3892,46, ,C3,1429 CROES AVENUE                        ,            ,10472, 4 , -   , 4 ," 2,800 "," 3,520 ",1927,2,C3, -   ,2/13/2016
2,SOUNDVIEW                ,07  RENTALS - WALKUP APARTMENTS             ,2A,3893,39, ,C2,1423 NOBLE AVENUE                        ,            ,10472, 6 , -   , 6 ," 2,967 "," 5,670 ",1928,2,C2," 1,000,000 ",11/22/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,1, ,D1,501 COMMONWEALTH AVENUE                  ,            ,10473, 58 , -   , 58 ," 15,800 "," 46,680 ",1932,2,D1," 66,638,816 ",2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,1, ,D1,501 COMMONWEALTH AVENUE                  ,            ,10473, 58 , -   , 58 ," 15,800 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,5, ,D1,502 ROSEDALE AVENUE                      ,            ,10473, 57 , -   , 57 ," 15,633 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,5, ,D1,502 ROSEDALE AVENUE                      ,            ,10473, 57 , -   , 57 ," 15,633 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,12, ,D1,520 ROSEDALE AVENUE                      ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,12, ,D1,520 ROSEDALE AVENUE                      ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,20, ,D1,540 ROSEDALE AVENUE                      ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,20, ,D1,540 ROSEDALE AVENUE                      ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,30, ,D1,550 ROSEDALE AVENUE                      ,            ,10473, 58 , -   , 58 ," 15,833 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,30, ,D1,550 ROSEDALE AVENUE                      ,            ,10473, 58 , -   , 58 ," 15,833 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,34, ,D7,549 COMMONWEALTH AVENUE                  ,            ,10473, 56 , 3 , 59 ," 15,835 "," 49,458 ",1932,2,D7, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,34, ,D7,549 COMMONWEALTH AVENUE                  ,            ,10473, 56 , 3 , 59 ," 15,835 "," 49,458 ",1932,2,D7, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,42, ,D1,539 COMMONWEALTH AVENUE                  ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,42, ,D1,539 COMMONWEALTH AVENUE                  ,            ,10473, 60 , -   , 60 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,49, ,D1,521 COMMONWEALTH AVENUE                  ,            ,10473, 61 , -   , 61 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3519,49, ,D1,521 COMMONWEALTH AVENUE                  ,            ,10473, 61 , -   , 61 ," 19,167 "," 46,680 ",1932,2,D1, -   ,2/3/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3597,40, ,D1,1792 LAFAYETTE AVENUE                    ,            ,10473, 44 , -   , 44 ," 10,000 "," 29,988 ",2014,2,D1, -   ,3/23/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3623,1, ,D3,820-880 COLGATE AVENUE                   ,            ,10473, 484 , -   , 484 ," 227,345 "," 1,069,698 ",1969,2,D3," 133,400,000 ",6/9/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3623,20, ,D3,825 BOYNTON AVENUE                       ,            ,10473, 484 , -   , 484 ," 224,433 "," 534,849 ",1969,2,D3, -   ,6/9/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3867,23, ,D1,1340 STRATFORD AVENUE                    ,            ,10472, 129 , -   , 129 ," 40,789 "," 95,370 ",1966,2,D1," 14,183,750 ",12/8/2016
2,SOUNDVIEW                ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3894,11, ,D1,1420 NOBLE AVENUE                        ,            ,10472, 79 , -   , 79 ," 17,500 "," 74,100 ",1930,2,D1," 12,750,000 ",4/19/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,20, ,D4,"875 MORRISON AVENUE, 8F                  ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 185,000 ",6/28/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,20, ,D4,"875 MORRISON AVENUE, 14-E                ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 190,000 ",9/23/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,20, ,D4,"875 MORRISON AVENUE, 8-B                 ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 187,250 ",10/7/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,30, ,D4,"825 MORRISON AVENUE, 3M                  ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 150,000 ",6/30/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,30, ,D4,"825 MORRISON AVENUE, 19-M                ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 190,000 ",8/31/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,30, ,D4,"825 MORRISON AVENUE, 14-F                ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 190,000 ",9/23/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,30, ,D4,"825 MORRISON AVENUE, 1-A                 ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 145,580 ",12/2/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,40, ,D4,"820 BOYNTON AVENUE, 13C                  ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 190,000 ",7/26/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,40, ,D4,"820 BOYNTON AVENUE, 4-C                  ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 185,000 ",10/7/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,40, ,D4,"820 BOYNTON AVENUE, 11-G                 ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 190,000 ",12/2/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,50, ,D4,"880 BOYNTON AVENUE, 7B                   ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 185,000 ",2/4/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,50, ,D4,"880 BOYNTON AVENUE, 15-F                 ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 195,000 ",11/8/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3627,50, ,D4,"880 BOYNTON AVENUE, 2B                   ",            ,10473, -   , -   , -   , -   , -   ,1962,2,D4," 170,000 ",8/10/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVE, 12A                     ",            ,10473, -   , -   , -   , -   , -   ,1967,2,D4," 52,000 ",7/14/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 14H                  ",            ,10473, -   , -   , -   , -   , -   ,1967,2,D4," 18,000 ",11/1/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1100 ELDER AVENUE, 1F                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 69,806 ",5/17/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1100 ELDER AVE, 3G                       ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 30,848 ",9/14/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1104 ELDER AVE, 5J                       ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 62,291 ",10/5/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1100 ELDER AVENUE, 4B                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 67,716 ",11/15/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1100 ELDER AVENUE, 1L                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 50,661 ",12/13/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1100 ELDER AVENUE, 2A                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 45,394 ",12/13/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1104 ELDER AVENUE, 3J                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 62,291 ",12/13/2016
2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3740,5, ,D4,"1104 ELDER AVENUE, 3M                    ",            ,10472, -   , -   , -   , -   , -   ,1928,2,D4," 44,977 ",12/29/2016
2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1073, ,R2,228 NEPTUNE COURT                        ,6228C       ,10473, 1 , -   , 1 , -   , -   ,1989,2,R2, -   ,3/25/2016
2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1126, ,R2,227 SUNSET BOULEVARD                     ,9227H       ,10473, 1 , -   , 1 , -   , -   ,1989,2,R2," 272,000 ",10/20/2016
2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2A,3499,7, ,S4,408 SOUNDVIEW AVENUE                     ,            ,10473, 4 , 1 , 5 ," 6,200 "," 2,808 ",1931,2,S4," 1,950,000 ",7/21/2016
2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2A,3499,10, ,S9,412 SOUNDVIEW AVENUE                     ,            ,10473, 4 , 2 , 6 ," 7,550 "," 3,684 ",1931,2,S9, -   ,7/21/2016
2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2A,3740,34, ,S3,1162 ELDER AVENUE                        ,            ,10472, 3 , 1 , 4 ," 2,500 "," 5,043 ",1928,2,S3," 525,000 ",5/9/2016
2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2B,3873,7, ,S5,1725 EAST 172ND STREET                   ,            ,10472, 6 , 1 , 7 ," 2,000 "," 5,040 ",1928,2,S5," 750,000 ",7/12/2016
2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3474,64, ,K1,323 SOUNDVIEW AVENUE                     ,            ,10473, -   , 6 , 6 ," 3,100 "," 3,100 ",1932,4,K1," 580,000 ",9/21/2016
2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3520,36, ,K1,1772 RANDALL AVENUE                      ,            ,10473, -   , 1 , 1 , 985 , 900 ,1953,4,K1," 259,653 ",2/26/2016
2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3742,40, ,K1,1560 WESTCHESTER AVENUE                  ,            ,10472, -   , 3 , 3 ," 10,175 "," 10,000 ",1925,4,K1, -   ,9/16/2016
2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3742,40, ,K1,1560 WESTCHESTER AVENUE                  ,            ,10472, -   , 3 , 3 ," 10,175 "," 10,000 ",1925,4,K1, -   ,5/26/2016
2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3775,7, ,K1,1561 WESTCHESTER AVENUE                  ,            ,10472, -   , 2 , 2 ," 5,800 "," 4,947 ",1925,4,K1," 2,350,000 ",4/14/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3473,43, ,G1,337 BOLTON AVENUE                        ,            ,10473, -   , 2 , 2 ," 9,940 "," 7,041 ",1989,4,G1," 425,000 ",5/12/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3474,35, ,G2,361 WHITE PLAINS ROAD                    ,            ,10473, -   , 1 , 1 ," 2,500 "," 1,500 ",1970,4,G2, -   ,2/26/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3646,47, ,G7,985 BRONX RIVER AVENUE                   ,            ,10473, -   , -   , -   ," 10,515 ", -   ,0,4,G7, -   ,4/15/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3647,30, ,G2,1430 BRUCKNER BOULEVARD                  ,            ,10473, -   , 4 , 4 ," 26,245 "," 5,510 ",1949,4,G2," 3,800,000 ",7/18/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3647,30, ,G2,1430 BRUCKNER BOULEVARD                  ,            ,10473, -   , 4 , 4 ," 26,245 "," 5,510 ",1949,4,G2," 1,100,000 ",3/8/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3712,1, ,GW,1499 BRUCKNER BOULEVARD                  ,            ,10472, -   , 2 , 2 ," 14,252 "," 2,444 ",1929,4,GW," 2,000,000 ",4/21/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3712,1, ,GW,1499 BRUCKNER BOULEVARD                  ,            ,10472, -   , 2 , 2 ," 14,252 "," 2,444 ",1929,4,GW, -   ,4/1/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3734,7, ,G2,1125 BRONX RIVER AVENUE                  ,            ,10472, -   , 2 , 2 ," 20,130 "," 5,280 ",1952,4,G2," 1,380,000 ",1/28/2016
2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3738,18, ,G6,1144 EVERGREEN AVENUE                    ,            ,10472, -   , -   , -   ," 22,500 ", -   ,0,4,G6," 2,900,000 ",6/16/2016
2,SOUNDVIEW                ,32  HOSPITAL AND HEALTH FACILITIES          ,4,3764,40, ,I9,1812 WESTCHESTER AVENUE                  ,            ,10472, 1 , 1 , 2 ," 9,675 "," 2,680 ",1951,4,I9," 1,725,000 ",1/28/2016
2,SOUNDVIEW                ,32  HOSPITAL AND HEALTH FACILITIES          ,4,3780,1, ,I5,1675 WESTCHESTER AVENUE                  ,            ,10472, -   , 1 , 1 ," 32,000 "," 12,275 ",1964,4,I5," 3,200,000 ",5/18/2016
2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5420,12, ,S1,2980 BRUCKNER BLVD                       ,            ,10465, 1 , 1 , 2 ," 4,500 "," 1,920 ",1927,1,S1," 670,000 ",8/15/2016
2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5421,39, ,A2,1007 LOGAN AVENUE                        ,            ,10465, 1 , -   , 1 ," 2,500 "," 1,140 ",1920,1,A2," 335,000 ",9/21/2016
2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5425,43, ,A1,3007 LAFAYETTE AVENUE                    ,            ,10465, 1 , -   , 1 ," 5,000 "," 1,700 ",1930,1,A1," 505,000 ",3/9/2016
2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5426,23, ,A1,3060 BARKLEY AVENUE                      ,            ,10465, 1 , -   , 1 ," 3,025 "," 1,070 ",1930,1,A1," 499,000 ",12/22/2016
